recency_dias,frecuencia_6m,ticket_promedio_usd,ltv_historico_usd,tiempo_entrega_promedio_min,sensibilidad_promos,quejas_recientes,distancia_local_km,churn_delivery,conversion_salon,valor_6m_aprox,tasa_quejas_por_pedido,promocion_vs_distancia,marca_principal_Kobe Sushi,marca_principal_Noe Sushi Bar,marca_principal_Nubori Experience
9,4,18.29,198.3,48.0,0.49,0,11.6,0,0,73.16,0.0,0.041880341880341884,True,False,False
80,5,41.61,709.68,22.0,0.3,0,7.1,1,0,208.05,0.0,0.04166666666666667,False,True,False
4,7,54.11,1192.33,30.0,0.0,0,28.6,0,0,378.77,0.0,0.0,False,True,False
34,5,21.2,315.47,37.0,0.21,0,1.0,1,0,106.0,0.0,0.1909090909090909,True,False,False
7,2,39.09,236.9,77.0,0.63,0,6.0,0,1,78.18,0.0,0.10327868852459017,False,True,False
15,9,20.84,687.77,33.0,0.11,0,7.7,0,0,187.56,0.0,0.014102564102564103,True,False,False
38,3,51.65,427.38,36.0,0.29,0,9.5,0,1,154.95,0.0,0.030208333333333334,False,True,False
75,9,47.72,1600.69,72.0,0.21,0,5.7,1,0,429.48,0.0,0.03620689655172414,False,True,False
96,7,16.69,303.26,65.0,0.44,0,2.5,0,1,116.83000000000001,0.0,0.1692307692307692,True,False,False
91,7,27.57,343.73,48.0,0.12,1,0.5,1,0,192.99,0.125,0.2,False,False,False
94,8,21.61,571.46,36.0,0.51,0,4.0,0,0,172.88,0.0,0.12439024390243904,False,True,False
52,5,21.95,221.62,79.0,0.02,3,0.5,1,0,109.75,0.5,0.03333333333333333,True,False,False
81,6,24.56,500.13,60.0,0.49,0,4.3,1,0,147.35999999999999,0.0,0.11136363636363637,True,False,False
100,10,17.78,577.06,41.0,0.54,0,1.5,1,0,177.8,0.0,0.3375,False,False,False
83,5,61.41,1172.56,90.0,0.66,0,3.9,0,1,307.04999999999995,0.0,0.165,False,False,True
7,8,16.79,288.59,51.0,0.27,0,10.2,0,1,134.32,0.0,0.026213592233009713,True,False,False
107,9,24.83,578.44,20.0,0.24,2,8.1,1,0,223.46999999999997,0.2,0.02926829268292683,True,False,False
45,3,20.86,110.18,34.0,0.16,1,5.0,0,1,62.58,0.25,0.03137254901960784,True,False,False
59,7,53.94,1445.87,38.0,0.29,0,0.5,0,1,377.58,0.0,0.48333333333333334,False,True,False
21,9,18.09,498.31,32.0,0.06,0,0.6,1,0,162.81,0.0,0.08571428571428572,True,False,False
28,6,22.68,317.68,45.0,0.22,0,7.1,0,1,136.07999999999998,0.0,0.030555555555555558,True,False,False
3,11,47.6,1392.26,29.0,0.33,0,5.7,0,0,523.6,0.0,0.056896551724137934,False,True,False
14,6,20.84,411.65,54.0,0.15,0,1.7,1,0,125.03999999999999,0.0,0.08333333333333333,False,True,False
2,6,18.33,185.88,48.0,0.04,2,4.3,1,0,109.97999999999999,0.2857142857142857,0.009090909090909092,True,False,False
29,11,34.77,1430.38,56.0,0.25,1,2.6,1,0,382.47,0.08333333333333333,0.09259259259259259,False,True,False
18,5,37.91,402.59,41.0,0.19,1,8.0,0,1,189.54999999999998,0.16666666666666666,0.02345679012345679,False,True,False
37,4,28.45,206.9,59.0,0.08,0,4.4,0,1,113.8,0.0,0.017777777777777778,True,False,False
45,5,15.97,242.36,38.0,0.37,0,3.9,1,0,79.85000000000001,0.0,0.0925,True,False,False
45,6,87.82,1600.14,68.0,0.15,0,9.4,0,1,526.92,0.0,0.015789473684210527,False,False,True
24,10,24.12,362.85,68.0,0.38,0,17.3,1,0,241.20000000000002,0.0,0.02183908045977011,True,False,False
120,5,50.73,616.68,62.0,0.03,0,4.1,0,1,253.64999999999998,0.0,0.0071428571428571435,False,True,False
46,8,86.64,1404.94,65.0,0.16,0,3.2,0,1,693.12,0.0,0.048484848484848485,False,False,True
12,3,11.81,71.99,63.0,0.42,0,30.0,1,0,35.43,0.0,0.013953488372093021,True,False,False
53,5,17.42,272.37,52.0,0.43,1,2.0,1,0,87.10000000000001,0.16666666666666666,0.20476190476190476,True,False,False
45,10,56.71,1897.81,66.0,0.55,0,1.5,1,0,567.1,0.0,0.34375,False,True,False
32,3,55.32,481.74,35.0,0.17,0,1.4,0,1,165.96,0.0,0.11333333333333334,False,False,True
18,6,74.22,1419.91,48.0,0.1,0,23.1,0,0,445.32,0.0,0.004310344827586207,False,False,True
13,8,42.49,1203.13,55.0,0.26,0,10.1,0,0,339.92,0.0,0.025490196078431376,False,True,False
4,5,11.06,188.79,33.0,0.47,0,1.4,0,1,55.300000000000004,0.0,0.3133333333333333,True,False,False
23,11,51.5,2253.72,31.0,0.37,0,8.8,1,0,566.5,0.0,0.041573033707865165,False,True,False
62,7,36.86,718.39,56.0,0.61,0,0.5,1,0,258.02,0.0,1.0166666666666666,False,True,False
54,7,52.39,1386.92,71.0,0.22,0,4.1,0,1,366.73,0.0,0.05238095238095239,False,True,False
74,1,15.8,29.91,34.0,0.31,0,11.1,1,1,15.8,0.0,0.02767857142857143,True,False,False
55,7,12.42,277.46,49.0,0.48,0,1.0,0,0,86.94,0.0,0.4363636363636363,True,False,False
69,9,23.73,413.88,46.0,0.22,1,0.7,0,0,213.57,0.1,0.275,False,False,False
114,3,46.7,470.14,51.0,0.34,0,0.5,0,1,140.10000000000002,0.0,0.5666666666666668,False,True,False
40,6,14.47,288.55,51.0,0.38,0,0.6,1,0,86.82000000000001,0.0,0.5428571428571429,True,False,False
14,4,15.34,111.97,23.0,0.57,0,0.5,0,1,61.36,0.0,0.95,True,False,False
98,5,33.24,322.56,49.0,0.37,0,2.2,0,1,166.20000000000002,0.0,0.1608695652173913,False,False,True
28,5,39.1,536.29,24.0,0.55,0,0.8,1,0,195.5,0.0,0.6111111111111112,False,True,False
72,5,20.22,396.66,75.0,0.09,1,5.7,1,0,101.1,0.16666666666666666,0.015517241379310345,True,False,False
80,4,20.81,168.08,69.0,0.11,0,14.4,1,0,83.24,0.0,0.007586206896551724,True,False,False
95,6,18.5,258.4,29.0,0.48,0,8.2,1,0,111.0,0.0,0.05783132530120483,True,False,False
71,10,83.2,2293.05,58.0,0.28,2,5.6,0,1,832.0,0.18181818181818182,0.049122807017543874,False,False,True
67,10,52.17,1141.65,56.0,0.33,0,3.4,0,0,521.7,0.0,0.09428571428571429,False,True,False
29,8,47.93,791.61,20.0,0.21,0,3.4,0,0,383.44,0.0,0.06,False,True,False
100,5,50.98,964.32,20.0,0.25,0,7.0,0,1,254.89999999999998,0.0,0.035211267605633804,False,True,False
61,4,12.53,100.8,52.0,0.16,1,3.0,0,0,50.12,0.2,0.05161290322580645,True,False,False
103,6,49.45,994.5,62.0,0.24,0,4.1,0,1,296.70000000000005,0.0,0.05714285714285715,False,False,True
68,4,46.08,484.2,59.0,0.24,0,2.9,0,1,184.32,0.0,0.08,False,True,False
9,6,18.03,213.98,21.0,0.21,0,3.1,0,0,108.18,0.0,0.06562499999999999,True,False,False
119,4,13.36,194.84,56.0,0.6,2,5.8,1,0,53.44,0.4,0.1016949152542373,True,False,False
17,5,54.14,546.24,20.0,0.08,0,1.4,0,0,270.7,0.0,0.05333333333333334,False,True,False
49,5,56.38,957.5,21.0,0.26,0,5.0,0,1,281.90000000000003,0.0,0.05098039215686275,False,False,True
63,4,18.49,135.53,49.0,0.54,0,1.7,1,0,73.96,0.0,0.3,True,False,False
84,6,73.54,1131.34,65.0,0.39,0,9.6,0,1,441.24,0.0,0.04020618556701031,False,False,True
78,6,19.0,373.96,34.0,0.47,0,11.4,1,0,114.0,0.0,0.0408695652173913,False,False,False
46,5,19.92,224.59,43.0,0.24,0,13.3,0,0,99.60000000000001,0.0,0.017910447761194027,True,False,False
93,4,14.62,170.07,40.0,0.15,0,0.5,1,0,58.48,0.0,0.25,True,False,False
13,7,13.43,260.41,39.0,0.75,0,4.0,0,1,94.00999999999999,0.0,0.1829268292682927,True,False,False
100,6,46.96,434.89,41.0,0.49,0,1.2,0,0,281.76,0.0,0.3769230769230769,False,True,False
45,5,14.85,158.55,52.0,0.2,0,2.4,1,0,74.25,0.0,0.08,True,False,False
53,5,12.57,96.62,28.0,0.25,0,6.6,0,1,62.85,0.0,0.0373134328358209,True,False,False
17,6,64.09,606.88,74.0,0.38,0,6.5,0,1,384.54,0.0,0.05757575757575758,False,True,False
47,8,40.18,795.2,42.0,0.25,0,27.5,0,1,321.44,0.0,0.009057971014492754,False,True,False
62,7,18.08,317.88,58.0,0.16,0,7.8,1,0,126.55999999999999,0.0,0.020253164556962026,True,False,False
50,6,59.95,1363.04,55.0,0.62,0,7.3,0,1,359.70000000000005,0.0,0.08378378378378379,False,True,False
43,8,42.34,1290.34,84.0,0.43,0,11.0,0,0,338.72,0.0,0.03873873873873874,False,True,False
68,10,67.06,1406.24,55.0,0.25,0,2.6,1,0,670.6,0.0,0.09259259259259259,False,True,False
84,4,65.78,740.67,31.0,0.34,0,1.0,1,0,263.12,0.0,0.3090909090909091,False,False,True
75,4,25.33,208.91,41.0,0.47,0,6.2,0,1,101.32,0.0,0.0746031746031746,True,False,False
106,2,61.1,275.79,42.0,0.4,0,4.0,1,0,122.2,0.0,0.09756097560975611,False,False,True
86,5,49.44,615.73,40.0,0.66,0,10.6,0,0,247.2,0.0,0.06168224299065421,False,True,False
109,5,44.43,639.87,60.0,0.1,0,3.9,0,0,222.15,0.0,0.025,False,True,False
118,7,27.24,428.52,85.0,0.67,0,8.6,1,0,190.67999999999998,0.0,0.07701149425287357,False,True,False
72,5,47.62,460.76,54.0,0.76,0,1.2,1,0,238.1,0.0,0.5846153846153846,False,True,False
28,9,22.14,446.63,64.0,0.41,0,6.2,1,0,199.26,0.0,0.06507936507936508,True,False,False
45,10,55.2,1960.12,65.0,0.28,0,9.0,0,0,552.0,0.0,0.030769230769230774,False,True,False
41,5,50.1,757.43,59.0,0.33,0,2.9,0,1,250.5,0.0,0.11,False,True,False
94,2,45.02,169.67,68.0,0.2,0,0.9,1,0,90.04,0.0,0.2,False,True,False
97,5,18.38,178.58,25.0,0.26,0,11.6,0,0,91.89999999999999,0.0,0.022222222222222223,True,False,False
97,4,89.59,718.01,46.0,0.63,0,4.1,1,0,358.36,0.0,0.15000000000000002,False,False,True
111,5,38.02,597.33,38.0,0.11,0,13.7,1,0,190.10000000000002,0.0,0.007971014492753625,False,True,False
118,6,19.06,316.82,51.0,0.27,0,0.9,0,1,114.35999999999999,0.0,0.27,True,False,False
36,6,66.62,1467.35,26.0,0.25,0,6.8,0,0,399.72,0.0,0.036231884057971016,False,True,False
91,6,10.67,127.38,66.0,0.32,2,1.9,1,0,64.02,0.2857142857142857,0.16,False,False,False
84,5,32.17,319.58,55.0,0.49,1,30.0,1,0,160.85000000000002,0.16666666666666666,0.01627906976744186,False,False,False
33,12,48.33,1264.78,51.0,0.13,0,1.0,0,1,579.96,0.0,0.11818181818181818,False,True,False
25,9,73.47,1720.52,46.0,0.18,0,4.9,1,0,661.23,0.0,0.036,False,False,True
108,6,12.75,222.32,65.0,0.5,0,27.7,0,0,76.5,0.0,0.017985611510791366,True,False,False
107,10,44.99,1193.59,38.0,0.61,0,6.9,1,0,449.90000000000003,0.0,0.08714285714285715,False,True,False
19,6,70.47,1468.87,51.0,0.48,0,4.8,0,1,422.82,0.0,0.0979591836734694,False,False,True
47,6,62.92,867.97,35.0,0.51,1,1.0,0,1,377.52,0.14285714285714285,0.4636363636363636,False,False,True
85,3,46.3,413.72,56.0,0.12,0,2.9,1,0,138.89999999999998,0.0,0.04,False,True,False
106,6,66.83,862.7,29.0,0.57,0,4.9,1,0,400.98,0.0,0.11399999999999999,False,False,True
33,9,13.91,342.7,24.0,0.24,0,1.1,0,1,125.19,0.0,0.19999999999999996,True,False,False
120,11,52.76,1735.55,37.0,0.74,1,30.0,1,0,580.36,0.08333333333333333,0.02458471760797342,False,False,True
67,5,13.3,195.45,35.0,0.34,0,1.2,0,0,66.5,0.0,0.26153846153846155,True,False,False
14,6,24.13,236.77,39.0,0.19,0,0.5,0,1,144.78,0.0,0.3166666666666667,True,False,False
79,5,13.87,175.31,26.0,0.6,0,1.6,0,1,69.35,0.0,0.3529411764705882,True,False,False
33,11,51.26,1561.91,38.0,0.13,1,6.4,0,0,563.86,0.08333333333333333,0.02,False,True,False
42,10,10.0,383.1,53.0,0.45,0,17.7,0,0,100.0,0.0,0.025280898876404494,True,False,False
86,2,19.21,108.98,45.0,0.35,1,2.4,1,0,38.42,0.3333333333333333,0.13999999999999999,True,False,False
65,5,18.72,285.59,75.0,0.09,0,6.5,1,0,93.6,0.0,0.013636363636363637,True,False,False
95,6,20.64,193.29,59.0,0.27,0,13.4,0,0,123.84,0.0,0.02,True,False,False
47,6,40.25,855.67,68.0,0.34,0,4.1,1,0,241.5,0.0,0.08095238095238097,False,True,False
35,4,50.83,793.21,45.0,0.32,1,16.5,1,0,203.32,0.2,0.019277108433734938,False,True,False
117,3,10.0,84.57,48.0,0.4,0,2.9,0,0,30.0,0.0,0.13333333333333333,True,False,False
84,2,48.38,233.24,73.0,0.18,0,1.7,0,0,96.76,0.0,0.09999999999999999,False,True,False
32,9,70.7,1244.33,39.0,0.59,0,6.8,0,1,636.3000000000001,0.0,0.08550724637681159,False,False,True
55,2,29.26,179.82,56.0,0.17,0,0.5,0,0,58.52,0.0,0.2833333333333334,False,False,False
54,3,13.64,125.62,35.0,0.28,0,0.5,1,0,40.92,0.0,0.46666666666666673,True,False,False
76,4,41.01,448.43,50.0,0.59,0,5.7,0,1,164.04,0.0,0.10172413793103448,False,True,False
51,11,21.33,825.4,29.0,0.16,0,7.7,1,0,234.63,0.0,0.020512820512820513,True,False,False
80,5,19.17,298.53,48.0,0.32,0,5.9,0,1,95.85000000000001,0.0,0.05333333333333334,True,False,False
59,8,13.07,180.71,36.0,0.62,0,11.5,1,0,104.56,0.0,0.05344827586206897,True,False,False
72,3,57.72,327.98,55.0,0.35,0,1.6,0,1,173.16,0.0,0.20588235294117643,False,False,True
120,5,18.56,359.1,50.0,0.26,0,2.0,1,0,92.8,0.0,0.12380952380952381,True,False,False
14,7,14.66,347.26,43.0,0.29,1,1.6,0,0,102.62,0.125,0.17058823529411762,True,False,False
18,2,12.74,51.07,41.0,0.27,1,0.7,1,0,25.48,0.3333333333333333,0.3375000000000001,True,False,False
55,10,94.97,1555.94,31.0,0.2,0,1.6,0,0,949.7,0.0,0.11764705882352941,False,False,True
94,5,40.38,432.73,23.0,0.51,0,4.1,0,0,201.9,0.0,0.12142857142857146,False,True,False
97,1,17.62,55.57,37.0,0.33,2,13.4,1,0,17.62,1.0,0.024444444444444446,True,False,False
98,5,28.74,383.84,47.0,0.44,0,2.8,1,0,143.7,0.0,0.15172413793103448,False,True,False
56,3,44.07,329.28,56.0,0.1,0,3.2,0,0,132.21,0.0,0.030303030303030304,False,True,False
108,7,59.55,1491.82,29.0,0.23,1,0.7,1,0,416.84999999999997,0.125,0.28750000000000003,False,True,False
49,4,20.9,258.8,29.0,0.53,0,8.8,1,0,83.6,0.0,0.05955056179775281,True,False,False
98,2,75.63,556.01,39.0,0.51,0,0.5,1,0,151.26,0.0,0.8500000000000001,False,False,True
60,7,16.69,356.75,24.0,0.16,0,1.3,0,1,116.83000000000001,0.0,0.11428571428571428,True,False,False
113,4,33.44,326.12,40.0,0.29,0,7.4,0,0,133.76,0.0,0.03866666666666666,False,True,False
53,4,11.76,78.31,34.0,0.06,0,1.3,0,0,47.04,0.0,0.04285714285714285,True,False,False
71,1,14.66,31.28,52.0,0.22,1,1.0,1,0,14.66,0.5,0.19999999999999998,True,False,False
6,11,12.32,420.37,37.0,0.53,0,6.8,0,1,135.52,0.0,0.07681159420289856,True,False,False
70,4,11.98,168.04,48.0,0.13,0,0.5,0,1,47.92,0.0,0.21666666666666667,False,True,False
86,5,20.82,355.11,74.0,0.42,0,1.3,1,0,104.1,0.0,0.29999999999999993,True,False,False
8,4,17.26,198.32,20.0,0.3,0,1.6,1,0,69.04,0.0,0.1764705882352941,False,False,False
101,5,16.88,307.59,45.0,0.19,0,20.2,0,0,84.39999999999999,0.0,0.00935960591133005,True,False,False
15,4,50.85,736.35,60.0,0.43,0,13.9,0,1,203.4,0.0,0.030714285714285715,False,True,False
26,7,72.0,1591.63,28.0,0.35,0,1.3,0,1,504.0,0.0,0.24999999999999997,False,False,True
39,10,64.8,1503.16,60.0,0.46,0,7.8,0,1,648.0,0.0,0.05822784810126583,False,True,False
3,10,38.91,1134.39,41.0,0.31,0,5.2,0,1,389.09999999999997,0.0,0.05849056603773585,False,True,False
57,8,43.56,797.97,45.0,0.37,0,6.9,1,0,348.48,0.0,0.05285714285714286,False,True,False
10,9,16.24,568.28,44.0,0.26,0,18.8,0,1,146.16,0.0,0.013756613756613755,True,False,False
3,2,49.82,325.34,50.0,0.09,0,2.3,0,0,99.64,0.0,0.0375,False,False,True
94,7,14.03,151.41,35.0,0.42,1,0.9,1,0,98.21,0.125,0.42,True,False,False
46,7,44.51,741.09,58.0,0.3,0,14.2,0,1,311.57,0.0,0.02097902097902098,False,True,False
22,10,45.26,1368.65,71.0,0.21,0,2.9,0,1,452.59999999999997,0.0,0.06999999999999999,False,True,False
67,5,13.3,231.68,64.0,0.37,0,2.8,0,1,66.5,0.0,0.12758620689655173,True,False,False
65,8,12.2,292.12,41.0,0.11,0,4.1,0,1,97.6,0.0,0.026190476190476195,True,False,False
97,2,48.63,192.69,43.0,0.27,0,15.5,1,0,97.26,0.0,0.01730769230769231,False,True,False
19,3,41.8,242.12,21.0,0.77,0,6.9,0,0,125.39999999999999,0.0,0.11,False,False,True
100,9,62.71,1835.59,58.0,0.27,0,2.5,0,1,564.39,0.0,0.10384615384615385,False,False,True
62,8,53.08,988.85,74.0,0.15,2,9.9,1,0,424.64,0.2222222222222222,0.015,False,True,False
98,11,37.08,1328.84,49.0,0.39,1,1.2,0,1,407.88,0.08333333333333333,0.3,False,True,False
57,6,63.68,1380.27,38.0,0.09,0,7.1,0,0,382.08,0.0,0.0125,False,False,True
95,3,11.86,60.04,20.0,0.31,0,7.4,0,0,35.58,0.0,0.04133333333333333,True,False,False
107,6,13.76,234.72,48.0,0.06,0,2.4,1,0,82.56,0.0,0.024,True,False,False
88,9,57.05,884.16,30.0,0.24,0,3.7,0,0,513.4499999999999,0.0,0.0631578947368421,False,True,False
76,5,21.63,287.94,52.0,0.17,0,1.4,0,0,108.14999999999999,0.0,0.11333333333333334,False,False,True
13,4,52.49,519.53,49.0,0.17,0,1.9,0,0,209.96,0.0,0.085,False,False,True
16,5,61.46,997.56,44.0,0.45,0,0.6,0,0,307.3,0.0,0.6428571428571429,False,True,False
16,6,15.65,184.87,42.0,0.56,0,3.4,0,1,93.9,0.0,0.16,True,False,False
115,5,48.57,833.51,49.0,0.3,2,30.0,1,0,242.85,0.3333333333333333,0.009966777408637873,False,True,False
119,3,14.19,94.99,39.0,0.39,0,10.4,1,0,42.57,0.0,0.037142857142857144,True,False,False
52,6,15.97,182.83,60.0,0.56,1,3.1,0,1,95.82000000000001,0.14285714285714285,0.17500000000000002,True,False,False
117,8,18.64,330.55,44.0,0.18,1,1.4,0,0,149.12,0.1111111111111111,0.12,False,False,False
84,7,17.32,434.86,93.0,0.5,2,6.5,1,0,121.24000000000001,0.25,0.07575757575757576,True,False,False
41,6,48.52,895.89,36.0,0.37,0,6.0,0,0,291.12,0.0,0.060655737704918035,False,False,True
48,4,46.1,556.05,36.0,0.17,0,5.0,0,0,184.4,0.0,0.03333333333333334,False,True,False
91,7,24.93,620.74,62.0,0.71,0,9.7,1,0,174.51,0.0,0.07244897959183674,False,True,False
39,5,12.54,185.07,35.0,0.44,0,3.6,1,0,62.699999999999996,0.0,0.11891891891891891,True,False,False
13,8,11.65,336.4,41.0,0.26,0,11.0,0,0,93.2,0.0,0.023423423423423424,True,False,False
4,8,22.44,598.03,42.0,0.54,1,7.5,0,0,179.52,0.1111111111111111,0.07105263157894738,True,False,False
96,7,61.08,735.04,79.0,0.45,0,6.8,1,0,427.56,0.0,0.06521739130434784,False,False,True
109,4,62.47,538.84,38.0,0.18,0,3.3,0,0,249.88,0.0,0.052941176470588235,False,False,True
104,9,56.93,1486.63,62.0,0.09,0,0.7,0,0,512.37,0.0,0.1125,False,True,False
98,6,20.95,386.95,65.0,0.3,0,2.6,0,1,125.69999999999999,0.0,0.1111111111111111,True,False,False
103,8,71.43,972.1,36.0,0.38,0,3.3,0,1,571.44,0.0,0.11176470588235295,False,False,True
43,8,15.97,405.97,46.0,0.21,1,4.9,1,0,127.76,0.1111111111111111,0.041999999999999996,True,False,False
81,2,28.5,151.41,56.0,0.6,0,8.7,0,0,57.0,0.0,0.06818181818181819,True,False,False
88,8,33.28,426.19,41.0,0.22,0,3.6,1,0,266.24,0.0,0.059459459459459456,False,True,False
93,2,60.5,312.74,37.0,0.23,0,0.9,0,0,121.0,0.0,0.23,False,False,True
46,6,25.57,491.95,58.0,0.09,0,1.4,0,0,153.42000000000002,0.0,0.06,True,False,False
92,11,19.36,322.53,39.0,0.19,1,6.6,0,1,212.95999999999998,0.08333333333333333,0.028358208955223885,True,False,False
109,6,63.25,1302.96,73.0,0.14,0,1.0,1,0,379.5,0.0,0.1272727272727273,False,False,True
47,8,12.54,234.08,29.0,0.26,2,0.7,0,0,100.32,0.2222222222222222,0.325,True,False,False
86,6,14.32,308.91,29.0,0.13,0,5.8,1,0,85.92,0.0,0.02203389830508475,True,False,False
92,3,40.51,232.06,53.0,0.53,0,14.5,1,0,121.53,0.0,0.0363013698630137,False,True,False
53,5,58.21,816.09,40.0,0.5,0,30.0,1,0,291.05,0.0,0.01661129568106312,False,False,True
25,7,54.5,1205.0,20.0,0.62,0,4.1,0,0,381.5,0.0,0.14761904761904765,False,True,False
41,4,83.57,688.0,50.0,0.24,1,13.4,1,0,334.28,0.2,0.017777777777777778,False,False,True
3,3,16.43,141.52,49.0,0.18,0,1.9,0,0,49.29,0.0,0.09,False,True,False
77,9,18.23,632.99,29.0,0.4,0,0.5,0,0,164.07,0.0,0.6666666666666667,True,False,False
95,2,71.19,552.29,36.0,0.75,0,7.0,0,0,142.38,0.0,0.10563380281690142,False,False,True
13,3,45.45,454.3,35.0,0.3,0,8.3,0,1,136.35000000000002,0.0,0.03571428571428571,False,True,False
105,6,22.36,211.54,35.0,0.33,0,3.4,0,0,134.16,0.0,0.09428571428571429,True,False,False
18,6,39.73,947.51,57.0,0.28,0,3.1,0,0,238.38,0.0,0.08750000000000001,False,True,False
37,10,20.5,601.81,66.0,0.1,0,7.6,0,0,205.0,0.0,0.01298701298701299,True,False,False
43,8,18.18,373.61,38.0,0.21,0,27.8,0,1,145.44,0.0,0.007526881720430107,True,False,False
34,7,18.67,227.67,52.0,0.29,0,12.6,0,0,130.69,0.0,0.02283464566929134,True,False,False
81,6,62.83,765.09,35.0,0.37,0,3.7,1,0,376.98,0.0,0.09736842105263158,False,True,False
55,4,74.5,1081.21,36.0,0.4,0,1.4,0,1,298.0,0.0,0.26666666666666666,False,False,True
52,4,32.33,491.86,37.0,0.42,0,2.6,1,0,129.32,0.0,0.15555555555555553,False,True,False
85,8,94.36,2183.36,52.0,0.35,0,7.8,1,0,754.88,0.0,0.04430379746835443,False,False,True
36,7,10.0,170.48,53.0,0.08,0,13.3,0,0,70.0,0.0,0.005970149253731343,True,False,False
54,7,11.32,264.67,48.0,0.24,0,6.1,0,0,79.24000000000001,0.0,0.03870967741935484,True,False,False
59,5,21.31,260.67,30.0,0.02,0,2.5,0,0,106.55,0.0,0.007692307692307692,True,False,False
114,5,20.79,183.6,44.0,0.15,0,1.4,0,1,103.94999999999999,0.0,0.09999999999999999,True,False,False
120,9,10.0,245.35,54.0,0.24,0,7.6,0,0,90.0,0.0,0.031168831168831172,True,False,False
52,6,23.55,268.41,23.0,0.02,0,5.1,0,0,141.3,0.0,0.003846153846153847,False,False,False
104,7,57.95,1325.97,35.0,0.12,3,3.5,1,0,405.65000000000003,0.375,0.03333333333333333,False,False,True
19,8,47.41,1102.39,39.0,0.05,0,9.3,0,0,379.28,0.0,0.005319148936170213,False,False,True
12,3,19.69,106.23,41.0,0.31,0,1.5,0,0,59.07000000000001,0.0,0.19374999999999998,True,False,False
92,2,52.35,194.78,45.0,0.74,0,0.5,0,1,104.7,0.0,1.2333333333333334,False,False,True
11,2,10.0,37.65,48.0,0.23,0,3.0,0,1,20.0,0.0,0.07419354838709677,True,False,False
48,8,10.0,294.97,35.0,0.43,0,1.8,0,0,80.0,0.0,0.2263157894736842,True,False,False
101,9,73.23,2370.73,20.0,0.69,0,3.1,1,0,659.07,0.0,0.21562499999999998,False,False,True
92,9,37.77,926.87,66.0,0.52,0,30.0,1,0,339.93,0.0,0.01727574750830565,False,True,False
99,10,17.52,645.21,33.0,0.26,0,1.1,0,1,175.2,0.0,0.21666666666666665,True,False,False
108,10,41.69,1396.43,60.0,0.21,0,0.8,0,0,416.9,0.0,0.2333333333333333,False,True,False
79,4,23.8,175.27,47.0,0.55,0,0.5,0,1,95.2,0.0,0.9166666666666667,True,False,False
16,9,34.21,962.52,44.0,0.6,0,9.6,0,1,307.89,0.0,0.061855670103092786,False,True,False
109,11,32.72,829.58,51.0,0.39,0,4.5,0,0,359.91999999999996,0.0,0.08478260869565218,False,True,False
71,8,83.45,1912.09,61.0,0.37,0,3.3,1,0,667.6,0.0,0.10882352941176471,False,False,True
47,4,22.19,325.6,29.0,0.55,0,2.7,0,1,88.76,0.0,0.19642857142857142,True,False,False
67,7,25.04,380.97,48.0,0.23,0,2.1,1,0,175.28,0.0,0.10454545454545454,True,False,False
31,3,37.51,269.83,52.0,0.35,0,2.3,0,1,112.53,0.0,0.14583333333333334,False,True,False
76,5,44.94,703.03,42.0,0.23,0,8.3,0,0,224.7,0.0,0.02738095238095238,False,True,False
8,5,16.54,268.43,42.0,0.12,0,2.1,0,1,82.69999999999999,0.0,0.054545454545454536,True,False,False
89,6,47.69,949.92,20.0,0.24,0,8.0,0,0,286.14,0.0,0.02962962962962963,False,True,False
61,5,80.36,893.16,41.0,0.53,0,11.9,0,1,401.8,0.0,0.04416666666666667,False,False,True
44,6,78.41,823.39,57.0,0.13,0,21.9,1,0,470.46,0.0,0.005909090909090909,False,False,True
50,3,60.11,638.47,34.0,0.48,0,3.3,1,1,180.32999999999998,0.0,0.1411764705882353,False,False,True
35,6,77.66,1024.14,20.0,0.13,0,10.8,0,1,465.96,0.0,0.011926605504587157,False,False,True
76,5,57.93,606.12,42.0,0.63,0,3.3,0,1,289.65,0.0,0.18529411764705883,False,True,False
61,4,53.59,535.73,46.0,0.12,0,18.7,1,0,214.36,0.0,0.006382978723404255,False,False,True
119,5,14.68,193.55,55.0,0.43,0,7.5,0,1,73.4,0.0,0.056578947368421055,True,False,False
85,8,15.16,411.99,33.0,0.54,0,7.0,0,0,121.28,0.0,0.07605633802816902,True,False,False
90,6,13.53,296.24,32.0,0.5,0,1.7,1,0,81.17999999999999,0.0,0.2777777777777778,True,False,False
55,10,63.42,2405.05,48.0,0.45,0,6.1,0,0,634.2,0.0,0.07258064516129033,False,True,False
66,9,15.36,293.39,29.0,0.43,0,8.3,0,0,138.24,0.0,0.05119047619047619,True,False,False
14,4,67.67,950.8,74.0,0.23,3,5.4,0,0,270.68,0.6,0.04181818181818182,False,False,True
110,6,27.49,615.45,32.0,0.1,0,0.5,0,1,164.94,0.0,0.16666666666666669,True,False,False
4,7,25.14,621.46,31.0,0.31,0,22.9,0,0,175.98000000000002,0.0,0.013478260869565217,True,False,False
17,7,10.33,113.19,38.0,0.72,1,6.0,1,0,72.31,0.125,0.1180327868852459,False,True,False
111,8,15.42,489.22,52.0,0.23,0,1.7,1,0,123.36,0.0,0.12777777777777777,True,False,False
