customer_id,marca_principal,recency_dias,frecuencia_6m,ticket_promedio_usd,ltv_historico_usd,tiempo_entrega_promedio_min,sensibilidad_promos,quejas_recientes,distancia_local_km,churn_delivery,conversion_salon
8493,Noe Sushi Bar,79,2,41.42,240.7,49.0,0.39,1,5.7,1,0
8494,Nubori Experience,38,8,65.65,848.16,39.0,0.52,0,0.5,0,1
8495,Kobe Sushi,24,6,24.2,393.71,56.0,0.11,0,0.9,0,1
8496,Nubori Experience,65,9,79.96,1643.96,34.0,0.48,2,3.3,1,0
8497,Nubori Experience,18,4,61.79,769.92,40.0,0.61,0,6.0,1,0
8498,Noe Sushi Bar,46,6,30.94,448.53,76.0,0.22,0,2.9,1,0
8499,Kobe Sushi,56,6,20.75,269.02,40.0,0.33,0,2.0,0,1
8500,Kobe Sushi,63,7,16.31,186.3,80.0,0.2,0,0.9,0,0
8501,Noe Sushi Bar,7,8,30.81,591.94,47.0,0.6,0,6.9,0,0
8502,Kobe Sushi,106,4,21.13,201.04,32.0,0.32,0,0.5,1,0
8503,Kobe Sushi,105,5,16.04,126.97,53.0,0.38,0,4.2,0,0
8504,Nubori Experience,66,6,65.64,1125.5,70.0,0.24,0,0.5,0,1
8505,Kobe Sushi,40,3,14.77,89.37,49.0,0.57,0,2.2,1,0
8506,Noe Sushi Bar,54,7,47.55,656.26,33.0,0.46,0,3.2,0,1
8507,Kobe Sushi,31,8,16.77,355.79,65.0,0.01,0,5.4,0,1
8508,Noe Sushi Bar,97,6,53.77,996.87,63.0,0.34,0,0.5,1,0
8509,Nubori Experience,52,3,58.7,287.7,66.0,0.46,0,3.8,0,1
8510,Kobe Sushi,94,3,16.55,104.18,30.0,0.61,0,0.5,0,1
8511,Kobe Sushi,31,7,13.32,141.39,44.0,0.32,0,1.1,1,0
8512,Noe Sushi Bar,34,8,42.97,840.62,85.0,0.63,0,4.4,1,0
8513,Noe Sushi Bar,7,7,32.11,601.88,42.0,0.34,1,6.3,0,1
8514,Noe Sushi Bar,89,5,29.8,342.44,42.0,0.3,0,3.9,0,0
8515,Kobe Sushi,16,6,21.95,355.02,20.0,0.34,0,11.0,0,0
8516,Kobe Sushi,22,8,13.71,339.23,42.0,0.21,0,8.7,0,0
8517,Nubori Experience,100,1,61.51,124.39,67.0,0.38,0,13.3,1,0
8518,Nubori Experience,53,8,64.78,1808.02,36.0,0.46,0,11.5,0,0
8519,Noe Sushi Bar,91,6,26.65,615.7,44.0,0.2,0,26.7,0,0
8520,Nubori Experience,17,5,70.96,955.75,40.0,0.42,0,2.2,0,1
8521,Noe Sushi Bar,4,8,39.8,528.04,47.0,0.31,0,0.6,0,0
8522,Noe Sushi Bar,61,8,43.79,1257.64,56.0,0.01,2,7.3,0,0
8523,Kobe Sushi,99,8,23.13,370.95,38.0,0.22,0,1.4,0,1
8524,Noe Sushi Bar,105,3,45.2,521.0,66.0,0.19,0,9.6,0,1
8525,Noe Sushi Bar,86,6,47.4,445.11,35.0,0.4,0,2.2,1,0
8526,Kobe Sushi,111,6,16.57,252.37,46.0,0.09,1,2.3,0,1
8527,Noe Sushi Bar,52,5,53.03,585.26,40.0,0.43,0,0.5,0,1
8528,Chef Choy,35,8,28.58,736.79,70.0,0.58,0,0.8,0,0
8529,Noe Sushi Bar,44,6,31.59,666.07,32.0,0.32,0,3.4,0,1
8530,Noe Sushi Bar,15,4,41.78,585.32,39.0,0.31,0,4.6,0,0
8531,Nubori Experience,61,4,77.53,967.22,66.0,0.18,0,13.9,0,0
8532,Kobe Sushi,116,7,22.59,398.25,46.0,0.24,0,3.0,1,0
8533,Noe Sushi Bar,104,5,36.03,304.17,20.0,0.12,0,0.5,0,0
8534,Chef Choy,44,5,31.6,629.08,20.0,0.32,0,16.7,0,0
8535,Noe Sushi Bar,21,10,21.65,497.18,69.0,0.44,1,8.5,1,0
8536,Kobe Sushi,77,4,18.94,128.56,61.0,0.28,1,12.1,0,0
8537,Kobe Sushi,47,6,22.29,249.03,35.0,0.37,0,3.9,1,0
8538,Nubori Experience,75,8,94.41,1833.83,37.0,0.36,0,4.7,0,0
8539,Noe Sushi Bar,49,6,70.73,1535.43,42.0,0.07,1,0.9,1,0
8540,Nubori Experience,53,4,67.26,748.95,36.0,0.24,0,5.9,0,0
8541,Noe Sushi Bar,120,4,48.33,331.83,33.0,0.38,0,9.8,0,0
8542,Noe Sushi Bar,27,7,45.45,746.81,41.0,0.47,0,24.6,0,0
8543,Nubori Experience,31,5,99.37,1284.29,59.0,0.06,0,4.2,0,1
8544,Noe Sushi Bar,44,11,60.65,1337.87,61.0,0.24,0,13.4,0,1
8545,Kobe Sushi,32,8,15.71,227.88,56.0,0.24,0,7.1,0,0
8546,Noe Sushi Bar,116,3,44.36,385.74,20.0,0.21,0,3.7,0,1
8547,Nubori Experience,30,10,70.64,2415.19,59.0,0.88,1,3.6,0,1
8548,Kobe Sushi,18,5,15.96,185.26,55.0,0.28,0,24.4,0,0
8549,Kobe Sushi,63,6,15.62,148.46,31.0,0.3,0,17.2,1,0
8550,Kobe Sushi,16,4,14.52,205.97,24.0,0.57,0,1.4,1,0
8551,Nubori Experience,35,5,81.53,1322.34,75.0,0.24,0,5.1,0,0
8552,Kobe Sushi,62,6,16.35,305.24,66.0,0.19,0,4.0,1,1
8553,Noe Sushi Bar,9,6,39.4,639.37,32.0,0.13,0,8.1,0,1
8554,Noe Sushi Bar,62,6,36.1,543.69,45.0,0.26,0,13.3,0,0
8555,Noe Sushi Bar,39,7,56.49,1154.44,40.0,0.09,0,0.6,0,1
8556,Noe Sushi Bar,51,8,48.9,689.42,40.0,0.22,0,27.7,1,0
8557,Kobe Sushi,101,4,21.46,277.15,40.0,0.17,1,7.9,0,0
8558,Noe Sushi Bar,115,5,34.57,320.49,34.0,0.43,0,9.7,0,0
8559,Chef Choy,10,6,22.07,363.31,45.0,0.55,0,2.1,0,1
8560,Nubori Experience,52,8,48.24,1092.1,58.0,0.27,0,0.7,1,1
8561,Kobe Sushi,12,5,16.33,154.96,84.0,0.1,0,0.5,0,1
8562,Nubori Experience,72,4,65.02,507.17,34.0,0.46,0,4.1,0,0
8563,Noe Sushi Bar,62,5,36.31,302.4,45.0,0.13,0,5.7,0,0
8564,Nubori Experience,3,6,49.45,1096.5,44.0,0.46,0,3.9,0,1
8565,Noe Sushi Bar,83,7,61.35,1046.45,20.0,0.29,0,4.0,1,0
8566,Noe Sushi Bar,11,4,31.75,438.89,42.0,0.09,0,2.1,0,0
8567,Nubori Experience,8,7,54.87,612.72,46.0,0.51,0,4.6,0,0
8568,Nubori Experience,90,10,67.0,1585.98,43.0,0.3,0,20.2,1,0
8569,Noe Sushi Bar,109,6,43.95,474.77,20.0,0.68,1,8.1,1,0
8570,Kobe Sushi,23,4,21.55,144.24,62.0,0.32,1,1.9,0,0
8571,Kobe Sushi,119,7,20.18,429.78,41.0,0.42,0,4.6,0,0
8572,Kobe Sushi,10,3,17.73,148.54,33.0,0.23,0,1.2,0,0
8573,Kobe Sushi,18,7,19.8,361.54,46.0,0.11,0,0.5,0,0
8574,Kobe Sushi,76,7,18.86,261.02,25.0,0.25,0,6.6,0,0
8575,Nubori Experience,39,7,54.63,747.86,29.0,0.09,0,9.5,0,0
8576,Kobe Sushi,26,9,19.63,512.56,77.0,0.35,0,10.5,0,1
8577,Noe Sushi Bar,11,3,49.03,231.06,55.0,0.54,0,3.2,0,1
8578,Kobe Sushi,10,7,15.0,372.7,43.0,0.3,0,3.8,0,1
8579,Kobe Sushi,3,6,19.57,467.01,39.0,0.27,0,1.1,0,1
8580,Kobe Sushi,62,7,17.86,442.78,63.0,0.14,0,0.7,0,1
8581,Kobe Sushi,71,3,10.0,64.8,33.0,0.01,0,2.8,0,0
8582,Chef Choy,61,9,22.28,469.92,43.0,0.19,0,4.0,0,0
8583,Nubori Experience,4,8,64.95,1261.29,52.0,0.29,0,3.0,0,1
8584,Kobe Sushi,61,10,15.66,432.53,50.0,0.05,0,5.8,0,1
8585,Noe Sushi Bar,104,4,30.66,254.53,20.0,0.17,0,2.3,1,0
8586,Noe Sushi Bar,8,5,43.58,465.12,73.0,0.27,1,0.5,0,1
8587,Nubori Experience,102,5,41.77,601.62,31.0,0.47,0,24.0,1,0
8588,Chef Choy,13,2,23.72,130.61,59.0,0.68,0,3.1,1,0
8589,Noe Sushi Bar,12,5,48.22,365.17,37.0,0.24,2,1.1,1,0
8590,Noe Sushi Bar,35,7,57.78,1032.17,29.0,0.08,1,30.0,0,0
8591,Nubori Experience,102,8,32.14,635.28,73.0,0.24,0,7.5,0,0
8592,Kobe Sushi,54,5,23.76,432.96,65.0,0.15,2,1.3,0,1
8593,Noe Sushi Bar,51,6,52.34,1035.94,51.0,0.21,0,0.8,0,0
8594,Nubori Experience,43,9,74.49,1949.9,32.0,0.53,0,13.5,1,0
8595,Noe Sushi Bar,100,6,54.55,964.41,37.0,0.46,0,10.0,1,0
8596,Noe Sushi Bar,111,5,71.52,1320.06,36.0,0.57,0,5.4,0,1
8597,Noe Sushi Bar,66,7,44.78,1067.24,37.0,0.15,0,16.9,0,0
8598,Kobe Sushi,15,5,16.22,317.52,33.0,0.43,0,1.8,0,1
8599,Noe Sushi Bar,49,5,43.87,601.27,43.0,0.36,0,1.9,0,1
8600,Noe Sushi Bar,34,6,39.38,860.42,67.0,0.79,0,7.7,0,1
8601,Noe Sushi Bar,39,7,53.77,805.28,35.0,0.32,0,1.5,0,0
8602,Noe Sushi Bar,26,7,47.73,1242.64,34.0,0.24,0,2.7,0,0
8603,Nubori Experience,112,4,62.0,915.73,62.0,0.41,1,8.2,1,0
8604,Kobe Sushi,69,5,10.0,171.36,45.0,0.46,0,9.5,1,0
8605,Noe Sushi Bar,48,8,28.05,892.47,63.0,0.26,1,4.0,1,0
8606,Noe Sushi Bar,89,4,46.07,692.98,72.0,0.45,1,10.9,1,0
8607,Noe Sushi Bar,51,3,48.08,315.73,42.0,0.48,0,0.5,1,0
8608,Kobe Sushi,98,6,25.68,435.52,43.0,0.3,0,2.7,0,0
8609,Noe Sushi Bar,111,7,54.56,1157.07,58.0,0.49,0,6.3,0,1
8610,Nubori Experience,4,4,70.05,627.97,29.0,0.3,0,0.9,0,1
8611,Noe Sushi Bar,98,9,37.61,952.55,80.0,0.45,0,2.0,0,1
8612,Nubori Experience,27,11,58.97,1937.87,29.0,0.49,0,25.4,0,1
8613,Nubori Experience,119,3,72.26,751.75,24.0,0.14,0,3.2,1,0
8614,Kobe Sushi,42,5,20.59,252.6,60.0,0.33,0,1.5,0,0
8615,Kobe Sushi,118,8,10.39,168.48,44.0,0.47,0,13.3,0,0
8616,Nubori Experience,56,5,51.77,516.52,44.0,0.12,0,15.7,1,0
8617,Nubori Experience,93,6,75.63,1319.92,34.0,0.17,0,1.8,1,0
8618,Kobe Sushi,69,7,15.87,364.3,29.0,0.72,1,8.3,1,0
8619,Kobe Sushi,18,4,15.7,149.37,44.0,0.22,0,7.8,0,1
8620,Kobe Sushi,61,3,13.77,128.06,31.0,0.12,0,0.5,0,0
8621,Nubori Experience,4,9,78.22,2125.56,58.0,0.19,0,1.9,0,1
8622,Kobe Sushi,1,8,18.85,309.37,20.0,0.7,0,4.2,0,1
8623,Noe Sushi Bar,50,9,51.06,1681.18,39.0,0.51,0,1.8,0,1
8624,Nubori Experience,84,7,59.67,630.81,57.0,0.29,0,0.5,0,0
8625,Kobe Sushi,70,8,12.98,350.47,20.0,0.3,0,2.3,1,0
8626,Noe Sushi Bar,20,4,32.92,370.19,26.0,0.62,1,9.5,1,0
8627,Kobe Sushi,20,8,17.51,286.22,33.0,0.77,0,14.6,0,0
8628,Nubori Experience,46,5,89.54,802.12,63.0,0.31,0,2.2,0,1
8629,Kobe Sushi,27,3,10.0,62.55,30.0,0.2,0,1.9,0,1
8630,Noe Sushi Bar,26,6,61.12,611.69,45.0,0.19,2,1.0,0,1
8631,Noe Sushi Bar,32,5,59.48,957.97,28.0,0.33,0,1.8,0,1
8632,Kobe Sushi,10,7,14.99,174.88,44.0,0.49,2,0.5,1,0
8633,Kobe Sushi,82,6,10.0,94.31,44.0,0.51,2,14.3,1,0
8634,Noe Sushi Bar,105,6,30.7,424.79,28.0,0.2,1,16.5,0,0
8635,Kobe Sushi,12,5,20.47,334.79,47.0,0.66,2,0.8,0,0
8636,Nubori Experience,74,11,66.49,2622.26,48.0,0.46,0,7.5,0,1
8637,Nubori Experience,88,7,45.71,664.0,42.0,0.37,0,2.1,0,1
8638,Noe Sushi Bar,24,2,39.04,241.34,67.0,0.33,0,1.7,0,0
8639,Noe Sushi Bar,117,5,40.69,495.54,31.0,0.19,1,11.4,1,0
8640,Noe Sushi Bar,51,4,47.11,293.31,52.0,0.19,0,20.0,0,0
8641,Nubori Experience,38,7,47.21,1070.3,27.0,0.11,0,4.0,0,1
8642,Noe Sushi Bar,46,6,32.75,382.72,48.0,0.19,0,13.4,0,1
8643,Kobe Sushi,89,10,22.4,814.45,41.0,0.3,0,3.6,0,0
8644,Kobe Sushi,8,5,27.34,207.66,58.0,0.26,0,1.6,1,0
8645,Noe Sushi Bar,55,3,55.8,552.37,62.0,0.67,0,1.5,0,1
8646,Noe Sushi Bar,78,2,49.92,253.29,75.0,0.31,0,1.8,1,0
8647,Noe Sushi Bar,107,3,45.4,205.02,25.0,0.21,0,1.6,0,0
8648,Kobe Sushi,31,5,17.45,347.32,33.0,0.21,0,11.5,0,0
8649,Noe Sushi Bar,88,8,63.78,1340.32,20.0,0.02,0,5.8,1,1
8650,Kobe Sushi,16,4,12.42,187.35,55.0,0.47,0,1.4,1,0
8651,Kobe Sushi,20,5,23.47,358.14,65.0,0.06,0,0.5,0,0
8652,Noe Sushi Bar,38,3,35.81,244.25,20.0,0.7,0,5.3,0,1
8653,Kobe Sushi,111,9,21.21,662.46,22.0,0.48,0,11.4,0,0
8654,Noe Sushi Bar,15,7,31.77,827.98,66.0,0.17,1,0.5,0,0
8655,Kobe Sushi,78,7,18.27,204.01,70.0,0.25,0,7.2,1,0
8656,Noe Sushi Bar,117,4,47.69,389.0,53.0,0.41,0,4.5,1,0
8657,Noe Sushi Bar,76,3,60.24,536.58,35.0,0.52,0,10.4,0,0
8658,Kobe Sushi,34,7,18.77,383.01,20.0,0.04,3,0.7,1,0
8659,Kobe Sushi,72,9,10.22,331.72,20.0,0.24,2,6.6,0,1
8660,Nubori Experience,19,12,62.41,1743.42,26.0,0.04,0,4.5,0,1
8661,Noe Sushi Bar,110,4,54.15,357.29,25.0,0.48,0,4.2,1,0
8662,Noe Sushi Bar,69,5,35.33,466.87,42.0,0.17,1,2.0,1,0
8663,Kobe Sushi,120,6,23.54,475.86,20.0,0.18,1,1.9,1,0
8664,Noe Sushi Bar,91,7,54.6,1082.63,59.0,0.32,0,3.1,1,0
8665,Noe Sushi Bar,63,6,54.07,874.47,37.0,0.12,0,1.1,0,0
8666,Noe Sushi Bar,105,4,68.64,444.58,51.0,0.17,0,3.5,0,0
8667,Noe Sushi Bar,77,6,65.37,889.6,58.0,0.6,0,1.3,0,0
8668,Kobe Sushi,32,5,11.11,200.21,40.0,0.13,0,20.5,0,0
8669,Kobe Sushi,95,9,21.78,485.63,72.0,0.69,0,13.8,1,1
8670,Nubori Experience,105,9,72.95,1370.49,35.0,0.48,0,11.3,0,0
8671,Nubori Experience,110,6,73.12,1381.11,47.0,0.26,0,20.0,0,1
8672,Kobe Sushi,37,8,18.04,333.62,66.0,0.09,3,5.4,0,1
8673,Noe Sushi Bar,66,2,39.73,199.21,43.0,0.47,0,0.5,0,0
8674,Kobe Sushi,7,5,20.34,154.11,52.0,0.52,0,2.8,1,1
8675,Kobe Sushi,48,4,19.1,174.02,22.0,0.21,0,13.1,1,0
8676,Kobe Sushi,11,9,10.43,346.9,53.0,0.65,0,10.2,1,0
8677,Kobe Sushi,75,5,11.66,157.92,20.0,0.27,0,11.5,0,0
8678,Noe Sushi Bar,87,4,76.06,1169.79,44.0,0.6,0,4.2,1,0
8679,Noe Sushi Bar,31,6,76.89,1406.33,49.0,0.16,0,1.9,0,1
8680,Kobe Sushi,44,6,17.56,346.23,20.0,0.58,0,2.8,0,1
8681,Kobe Sushi,45,3,13.82,98.36,55.0,0.37,0,12.7,0,1
8682,Nubori Experience,72,5,58.01,937.3,48.0,0.21,0,9.8,0,0
8683,Kobe Sushi,56,6,12.49,205.68,24.0,0.25,0,6.1,0,1
8684,Noe Sushi Bar,32,3,45.22,220.37,31.0,0.28,0,6.7,0,1
8685,Kobe Sushi,112,7,21.34,359.33,49.0,0.15,0,0.9,1,0
8686,Noe Sushi Bar,21,5,53.51,703.34,66.0,0.33,0,8.5,0,0
8687,Kobe Sushi,31,5,13.65,141.93,54.0,0.35,0,5.4,0,0
8688,Kobe Sushi,1,6,27.82,316.07,54.0,0.38,0,10.3,0,0
8689,Kobe Sushi,77,6,14.81,235.51,35.0,0.42,0,2.9,1,0
8690,Kobe Sushi,11,7,20.45,506.8,37.0,0.35,1,9.7,0,0
8691,Noe Sushi Bar,93,8,27.47,799.55,37.0,0.38,0,1.0,1,0
8692,Noe Sushi Bar,68,8,37.43,820.01,60.0,0.42,0,5.9,1,0
8693,Kobe Sushi,36,6,16.13,151.09,53.0,0.72,0,1.3,0,0
8694,Kobe Sushi,79,1,25.07,58.27,23.0,0.46,0,1.1,0,0
8695,Noe Sushi Bar,59,6,50.89,1189.32,44.0,0.53,1,4.1,0,1
8696,Noe Sushi Bar,67,7,30.14,580.12,35.0,0.65,0,0.8,0,1
8697,Nubori Experience,56,2,48.28,229.82,22.0,0.16,0,30.0,1,0
8698,Noe Sushi Bar,51,6,26.76,500.63,20.0,0.37,0,0.7,0,0
8699,Noe Sushi Bar,29,5,54.95,613.99,52.0,0.52,0,7.9,0,1
8700,Noe Sushi Bar,85,9,48.05,1322.58,44.0,0.13,0,3.4,1,0
8701,Nubori Experience,2,7,67.41,1406.07,60.0,0.4,3,0.5,1,0
8702,Nubori Experience,6,3,91.37,1000.04,34.0,0.49,3,9.9,0,0
8703,Kobe Sushi,31,8,14.74,367.86,33.0,0.32,0,9.7,1,0
8704,Kobe Sushi,54,6,21.82,260.84,47.0,0.1,0,13.2,1,1
8705,Kobe Sushi,88,4,12.2,113.79,39.0,0.38,0,6.9,0,0
8706,Noe Sushi Bar,40,7,62.26,1019.39,55.0,0.42,0,10.4,0,1
8707,Noe Sushi Bar,17,7,41.65,1144.9,53.0,0.22,0,0.8,0,1
8708,Noe Sushi Bar,5,13,50.55,1738.2,59.0,0.11,0,20.6,0,1
8709,Kobe Sushi,2,5,20.19,223.83,26.0,0.28,0,11.2,0,0
8710,Noe Sushi Bar,58,6,29.01,597.7,76.0,0.06,0,0.5,1,0
8711,Nubori Experience,12,5,53.23,654.43,24.0,0.51,0,17.2,0,1
8712,Kobe Sushi,5,4,18.15,186.96,50.0,0.08,0,13.7,0,1
8713,Noe Sushi Bar,106,9,36.47,969.69,42.0,0.53,0,2.4,0,1
8714,Noe Sushi Bar,60,8,54.64,1054.98,52.0,0.35,0,9.1,1,0
8715,Nubori Experience,41,3,50.0,550.29,38.0,0.1,1,1.3,0,0
8716,Nubori Experience,20,11,76.19,2289.02,34.0,0.19,0,1.8,0,1
8717,Noe Sushi Bar,72,7,57.57,954.63,63.0,0.07,1,13.3,1,0
8718,Noe Sushi Bar,1,5,50.23,407.18,79.0,0.27,0,2.9,1,0
8719,Nubori Experience,56,4,41.33,498.64,52.0,0.15,0,0.5,1,0
8720,Noe Sushi Bar,70,5,38.6,606.39,36.0,0.28,0,3.1,0,0
8721,Kobe Sushi,56,5,13.72,227.43,38.0,0.53,1,5.5,1,0
8722,Chef Choy,54,5,21.36,208.88,47.0,0.56,1,1.0,1,0
8723,Kobe Sushi,11,7,24.15,431.18,56.0,0.13,3,16.5,0,0
8724,Kobe Sushi,3,4,17.27,224.48,51.0,0.76,0,18.4,0,0
8725,Nubori Experience,95,8,50.82,1032.11,52.0,0.49,0,12.1,1,0
8726,Noe Sushi Bar,28,8,40.78,1100.22,63.0,0.05,0,0.5,0,0
8727,Noe Sushi Bar,111,6,43.32,701.19,39.0,0.27,0,0.5,1,0
8728,Kobe Sushi,107,5,24.2,307.06,33.0,0.36,0,14.4,0,0
8729,Kobe Sushi,120,7,14.59,225.67,62.0,0.16,0,15.2,0,0
8730,Kobe Sushi,5,4,16.2,170.15,66.0,0.51,0,14.5,0,0
8731,Kobe Sushi,90,7,20.93,403.74,57.0,0.42,0,0.7,0,1
8732,Noe Sushi Bar,16,4,42.23,341.91,31.0,0.09,0,2.9,0,1
8733,Kobe Sushi,117,3,17.57,110.78,48.0,0.33,1,15.4,1,0
8734,Noe Sushi Bar,31,4,34.84,542.38,39.0,0.52,0,1.4,0,1
8735,Kobe Sushi,28,4,24.3,174.77,40.0,0.49,1,5.3,0,0
8736,Nubori Experience,7,1,59.99,207.43,50.0,0.37,0,11.5,0,1
8737,Kobe Sushi,102,5,10.0,93.22,48.0,0.26,0,27.7,1,0
8738,Kobe Sushi,9,6,16.32,334.48,75.0,0.39,1,0.5,0,1
8739,Kobe Sushi,39,4,15.46,113.11,48.0,0.17,0,16.2,1,0
8740,Noe Sushi Bar,99,5,55.28,1094.56,56.0,0.71,0,3.8,1,0
8741,Noe Sushi Bar,43,12,49.65,2381.78,30.0,0.1,1,3.8,0,0
8742,Noe Sushi Bar,27,6,32.05,621.62,45.0,0.29,0,9.8,0,1
8743,Noe Sushi Bar,76,10,45.26,1707.02,71.0,0.34,0,2.1,0,0
8744,Kobe Sushi,117,2,12.07,63.78,40.0,0.21,0,1.4,0,1
8745,Noe Sushi Bar,89,4,58.76,516.69,62.0,0.2,0,8.1,0,1
8746,Noe Sushi Bar,107,5,26.58,214.3,33.0,0.19,0,30.0,0,0
8747,Kobe Sushi,93,4,16.08,149.72,45.0,0.4,1,3.8,0,0
8748,Kobe Sushi,95,1,13.89,38.28,39.0,0.02,0,5.6,1,0
8749,Kobe Sushi,98,7,18.13,261.7,45.0,0.3,0,4.8,0,1
8750,Kobe Sushi,33,5,11.48,118.62,56.0,0.21,0,10.9,1,0
8751,Noe Sushi Bar,91,6,39.94,833.8,52.0,0.24,0,1.4,0,1
8752,Kobe Sushi,56,7,11.84,201.61,48.0,0.26,0,6.7,0,1
8753,Kobe Sushi,120,8,10.0,214.22,50.0,0.22,0,14.2,0,1
8754,Kobe Sushi,2,7,12.11,333.9,45.0,0.31,0,1.2,0,0
8755,Nubori Experience,14,3,63.04,721.8,64.0,0.11,0,4.8,0,1
8756,Nubori Experience,13,6,47.16,1021.21,41.0,0.59,2,2.6,0,0
8757,Kobe Sushi,24,5,10.0,86.51,44.0,0.16,0,3.7,0,1
8758,Kobe Sushi,69,13,24.77,708.22,49.0,0.3,1,8.3,1,0
8759,Kobe Sushi,34,5,25.85,411.42,50.0,0.23,0,3.7,0,0
8760,Noe Sushi Bar,119,8,31.8,710.08,41.0,0.17,3,3.0,1,0
8761,Kobe Sushi,87,6,24.54,573.16,49.0,0.35,0,2.5,0,1
8762,Noe Sushi Bar,19,9,24.2,454.72,40.0,0.39,0,21.2,0,1
8763,Noe Sushi Bar,30,7,36.34,528.92,40.0,0.16,0,23.1,0,1
8764,Nubori Experience,49,8,58.64,1829.78,52.0,0.33,0,0.9,0,0
8765,Kobe Sushi,43,5,17.02,191.49,56.0,0.58,1,1.5,0,1
8766,Nubori Experience,16,6,82.94,1480.58,53.0,0.23,0,8.3,0,1
8767,Chef Choy,52,4,23.24,296.63,53.0,0.29,0,4.2,0,0
8768,Kobe Sushi,114,3,17.08,138.35,47.0,0.32,0,2.9,1,0
8769,Kobe Sushi,116,4,10.0,78.15,50.0,0.28,0,28.2,0,0
8770,Kobe Sushi,104,5,10.39,132.75,40.0,0.34,0,5.7,0,1
8771,Kobe Sushi,98,7,15.66,410.32,32.0,0.44,0,4.6,0,1
8772,Kobe Sushi,49,7,20.28,471.16,66.0,0.27,0,3.3,0,1
8773,Noe Sushi Bar,11,10,61.43,2353.27,73.0,0.61,0,19.5,0,0
8774,Noe Sushi Bar,78,9,44.9,944.82,46.0,0.45,0,7.7,1,0
8775,Nubori Experience,112,6,30.9,597.2,42.0,0.52,0,1.7,1,0
8776,Kobe Sushi,47,4,18.41,243.9,67.0,0.49,0,6.5,0,0
8777,Nubori Experience,79,5,63.68,652.69,57.0,0.45,0,13.8,1,0
8778,Kobe Sushi,35,6,19.47,403.65,56.0,0.57,0,2.7,0,0
8779,Chef Choy,71,7,26.1,476.87,89.0,0.33,3,9.0,1,0
8780,Kobe Sushi,29,5,15.82,311.17,33.0,0.49,0,2.2,0,1
8781,Kobe Sushi,108,6,12.35,195.96,31.0,0.58,0,7.4,1,0
8782,Nubori Experience,54,1,77.23,205.74,61.0,0.22,0,4.2,0,1
8783,Kobe Sushi,86,8,18.93,402.28,24.0,0.04,0,10.1,0,0
8784,Noe Sushi Bar,23,9,35.15,477.33,20.0,0.3,0,2.5,0,1
8785,Noe Sushi Bar,24,6,51.14,826.19,77.0,0.57,0,11.1,0,1
8786,Noe Sushi Bar,99,6,44.93,688.01,50.0,0.52,0,1.2,0,0
8787,Noe Sushi Bar,115,4,31.74,219.87,39.0,0.06,0,5.2,0,0
8788,Noe Sushi Bar,10,5,37.21,372.71,31.0,0.1,2,3.6,0,1
8789,Kobe Sushi,61,6,26.03,398.79,48.0,0.12,0,13.5,0,1
8790,Noe Sushi Bar,8,1,39.7,106.32,27.0,0.37,0,0.5,0,1
8791,Nubori Experience,48,5,83.02,1285.03,38.0,0.26,0,5.2,0,1
8792,Kobe Sushi,112,7,23.56,616.18,68.0,0.28,0,1.3,1,0
8793,Kobe Sushi,76,7,10.0,128.06,45.0,0.48,0,6.5,1,0
8794,Noe Sushi Bar,93,4,66.96,447.21,47.0,0.28,0,9.6,1,0
8795,Noe Sushi Bar,29,6,67.13,1018.39,33.0,0.51,0,6.6,0,0
8796,Noe Sushi Bar,87,11,39.82,811.58,36.0,0.37,0,7.1,0,0
8797,Kobe Sushi,26,4,17.79,248.9,70.0,0.06,2,6.8,0,0
8798,Noe Sushi Bar,37,8,51.73,1395.79,63.0,0.4,0,5.4,0,0
8799,Kobe Sushi,96,2,23.42,126.45,44.0,0.85,1,5.9,1,0
8800,Noe Sushi Bar,52,6,49.07,638.13,20.0,0.5,0,11.3,0,1
8801,Chef Choy,38,7,29.36,530.25,49.0,0.21,0,0.5,0,0
8802,Kobe Sushi,6,8,14.33,241.54,48.0,0.21,0,2.3,0,0
8803,Noe Sushi Bar,8,5,33.44,460.86,51.0,0.2,0,1.2,0,0
8804,Nubori Experience,17,4,46.54,323.35,34.0,0.15,2,9.8,0,0
8805,Noe Sushi Bar,76,7,18.46,271.95,52.0,0.58,0,5.2,1,0
8806,Nubori Experience,62,7,81.84,1804.48,22.0,0.25,0,9.4,0,1
8807,Noe Sushi Bar,86,4,37.91,277.8,43.0,0.71,1,8.3,1,0
8808,Chef Choy,78,5,15.21,242.01,68.0,0.11,0,3.8,1,0
8809,Kobe Sushi,34,8,15.49,350.07,43.0,0.64,0,0.5,0,1
8810,Kobe Sushi,19,11,16.17,479.34,31.0,0.5,0,6.4,1,0
8811,Kobe Sushi,70,9,15.38,484.16,64.0,0.42,0,7.7,0,0
8812,Noe Sushi Bar,82,7,38.93,681.51,33.0,0.37,0,11.2,0,0
8813,Nubori Experience,100,5,50.13,516.61,40.0,0.34,0,8.6,1,0
8814,Kobe Sushi,118,4,21.22,303.41,77.0,0.29,0,21.7,1,0
8815,Noe Sushi Bar,37,8,48.01,838.18,33.0,0.64,0,1.8,0,1
8816,Noe Sushi Bar,38,7,47.4,1090.32,24.0,0.09,1,8.4,0,1
8817,Noe Sushi Bar,15,4,41.39,495.42,57.0,0.31,0,14.6,0,1
